"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,0,100,1000,150,1500
"000001","11","A000/6/27","2025/6/28","2025/6/29",2,1,"101",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/13/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/32","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,a,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,b,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,c,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,d,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,e
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",6,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,-10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,-100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,-1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,-150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,-1500
"","","","","","","","",,,,,,
"000002","12","","","2025/7/1","",0,"100002",2,11,0,0,,
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",3,12,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",4,1,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",5,13,100,1000,150,1500
"991","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,150
"1","A000000992","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000993","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000994","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000995","2025/6/27","2025/6/28","2025/6/29","00001001","01","100001",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00001001","01","100996",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29","00000997","01","100003",1,10,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29",0,0,"990001",1,1,100,1000,150,1500
"1","A000000011","2025/6/27","2025/6/28","2025/6/29",0,0,"990001",2,2,110,1100,160,1600
"1","A000000011","2025/6/27","2025/6/28","2025/6/29",0,0,"990002",3,3,120,1200,170,1700
"2","A000000011","2025/6/27","2025/6/28","2025/6/29",0,0,"990002",3,3,120,1200,170,1700
"2","A000000012","2025/6/27","2025/6/28","2025/6/29",0,0,"990002",3,3,120,1200,170,1700
"2","A000000012","2025/6/28","2025/6/28","2025/6/29",0,0,"990002",3,3,120,1200,170,1700
"2","A000000012","2025/6/28","2025/6/29","2025/6/29",0,0,"990002",3,3,120,1200,170,1700
"2","A000000012","2025/6/28","2025/6/30","2025/6/29",0,0,"990002",3,3,120,1200,170,1700
"2","A000000012","2025/6/28","2025/6/30","2025/7/01",0,0,"990002",3,3,120,1200,170,1700
